Gene,p.value,P.adjusted.BH,logFC,Gene.symbol
203729_at,9.8e-08,8.78e-07,1.36928195,EMP3
203739_at,2.69e-06,1.09e-05,1.09818805,ZNF217
203741_s_at,3.24e-09,8.16e-08,1.82035786,ADCY7
203748_x_at,6.79e-09,1.37e-07,1.33809882,RBMS1
203753_at,2.51e-08,3.38e-07,1.62717883,TCF4
203757_s_at,1.69e-09,5.19e-08,3.49364948,CEACAM6
203761_at,3e-05,8.29e-05,1.0044836,SLA
203764_at,7.51e-05,0.000184923,1.03619236,DLGAP5
203767_s_at,3.48e-12,4.21e-10,1.32629626,STS
203780_at,1e-11,9.78e-10,1.58015141,MPZL2
203788_s_at,4.44e-10,1.94e-08,1.22426469,SEMA3C
203789_s_at,5.3e-12,5.92e-10,3.07231169,SEMA3C
203819_s_at,1.73e-07,1.32e-06,1.58746323,IGF2BP3
203820_s_at,5.29e-08,5.71e-07,1.76527073,IGF2BP3
203821_at,1.38e-05,4.26e-05,1.1536817,HBEGF
203835_at,1.66e-13,3.73e-11,1.39984018,LRRC32
203854_at,2.97e-10,1.43e-08,1.3529256,CFI
203868_s_at,0.000393799,0.000809982,1.0342776,VCAM1
203876_s_at,1.03e-09,3.59e-08,1.96177983,MMP11
203878_s_at,1.06e-12,1.63e-10,2.14726966,MMP11
203882_at,4.15e-08,4.79e-07,1.08748258,IRF9
203892_at,1.78e-09,5.35e-08,1.22182341,WFDC2
203895_at,4.27e-07,2.57e-06,1.32370701,PLCB4
203903_s_at,8.47e-07,4.36e-06,2.04989436,HEPH
203915_at,3.56e-05,9.61e-05,1.29765458,CXCL9
203923_s_at,9.25e-06,3.04e-05,1.38203053,CYBB
203932_at,2.43e-06,9.98e-06,1.31157727,HLA-DMB
203935_at,4.31e-13,7.98e-11,1.5054426,ACVR1
203936_s_at,0.000477401,0.000964736,1.25841013,MMP9
203939_at,8.81e-06,2.92e-05,1.57562593,NT5E
203964_at,7.95e-08,7.55e-07,1.2531973,NMI
203989_x_at,1.02e-12,1.59e-10,2.29559356,F2R
204006_s_at,2.6e-08,3.46e-07,2.41674826,FCGR3B///FCGR3A
204007_at,0.000104039,0.000246099,1.20588047,FCGR3B
204026_s_at,8.1e-06,2.72e-05,1.16270521,ZWINT
204030_s_at,1.21e-06,5.71e-06,1.40659616,IQCJ-SCHIP1///SCHIP1
204051_s_at,4.46e-13,8.16e-11,3.45555498,SFRP4
204052_s_at,7.94e-13,1.3e-10,3.1993707,SFRP4
204070_at,1.99e-06,8.51e-06,1.52809877,RARRES3
204083_s_at,5.52e-10,2.27e-08,2.11889015,TPM2
204114_at,2.59e-11,2.09e-09,1.78046365,NID2
204122_at,6.55e-08,6.58e-07,1.92563486,TYROBP
204137_at,2.32e-10,1.18e-08,1.80995241,GPR137B
204140_at,6.9e-12,7.31e-10,1.23527658,TPST1
204162_at,2.16e-08,3.04e-07,1.54608394,NDC80
204163_at,7.49e-12,7.74e-10,1.23140428,EMILIN1
204170_s_at,2.62e-06,1.06e-05,1.7148452,CKS2
204174_at,2.79e-11,2.22e-09,2.32457759,ALOX5AP
204192_at,0.000238767,0.000516235,1.35519261,CD37
204198_s_at,0.000397906,0.000817423,1.13958946,RUNX3
204201_s_at,1.96e-08,2.86e-07,1.01688706,PTPN13
204205_at,3.73e-06,1.42e-05,1.33549684,APOBEC3G
204221_x_at,2.07e-07,1.51e-06,1.27189454,GLIPR1
204222_s_at,1.27e-07,1.05e-06,1.52237601,GLIPR1
204223_at,1.03e-07,9.06e-07,1.33047197,PRELP
204232_at,4.02e-07,2.46e-06,1.77648011,FCER1G
204236_at,0.000675548,0.001319647,1.12866132,FLI1
204254_s_at,1.58e-07,1.23e-06,1.64194721,VDR
204255_s_at,2.25e-05,6.49e-05,1.15222004,VDR
204256_at,2.47e-07,1.71e-06,1.48963591,ELOVL6
204259_at,6.39e-12,6.9e-10,3.37196074,MMP7
204268_at,4.84e-06,1.76e-05,1.66940207,S100A2
204272_at,0.004008511,0.006651855,1.42152517,LGALS4
204279_at,3.26e-05,8.9e-05,1.42736393,PSMB9
204285_s_at,1.85e-08,2.75e-07,1.67033429,PMAIP1
204286_s_at,1.41e-07,1.14e-06,1.49684036,PMAIP1
204298_s_at,2.01e-10,1.06e-08,2.09148399,LOX
204304_s_at,0.000445155,0.00090469,1.57585927,PROM1
204319_s_at,2.47e-07,1.71e-06,1.60902005,RGS10
204320_at,8.1e-16,6.14e-13,3.54212193,COL11A1
204334_at,1.81e-10,9.8e-09,1.1498517,KLF7
204337_at,1.51e-09,4.75e-08,1.61297242,RGS4
204339_s_at,1.34e-08,2.21e-07,1.00805549,RGS4
204345_at,1.38e-15,9.01e-13,1.51830026,COL16A1
204348_s_at,3.83e-08,4.53e-07,1.27521156,LOC100507855///AK4
204351_at,2.3e-12,3.02e-10,3.66658089,S100P
204361_s_at,9.65e-09,1.76e-07,1.55752786,SKAP2
204362_at,4.69e-09,1.06e-07,1.62028438,SKAP2
204363_at,9.81e-10,3.47e-08,1.39270318,F3
204396_s_at,0.000353662,0.000735535,1.03921239,GRK5
204400_at,7.51e-10,2.86e-08,1.40759464,EFS
204401_at,2.93e-08,3.76e-07,1.11084866,KCNN4
204404_at,8.07e-06,2.71e-05,1.11760353,SLC12A2
204415_at,6.46e-07,3.52e-06,1.10368613,IFI6
204416_x_at,3.84e-09,9.17e-08,1.59516126,APOC1
204438_at,9.66e-06,3.15e-05,1.51597755,MRC1
204439_at,4.99e-11,3.52e-09,1.99737328,IFI44L
204446_s_at,2.79e-09,7.35e-08,1.50772164,ALOX5
204451_at,1.29e-12,1.91e-10,1.1864812,FZD1
204455_at,1.94e-05,5.7e-05,1.0217837,DST
204457_s_at,2.46e-05,6.99e-05,1.07767186,GAS1
204463_s_at,2.96e-15,1.45e-12,3.31230819,EDNRA
204464_s_at,8.88e-14,2.32e-11,2.8421135,EDNRA
204472_at,7.27e-09,1.44e-07,1.95358255,GEM
204475_at,2.86e-09,7.46e-08,3.49148002,MMP1
204533_at,2.39e-05,6.83e-05,1.33048451,CXCL10
204563_at,0.003774071,0.006291268,1.18629411,SELL
204567_s_at,1.64e-06,7.3e-06,1.60824025,ABCG1
204580_at,7.98e-07,4.16e-06,2.66435443,MMP12
204588_s_at,5.69e-05,0.000144747,1.03131067,SLC7A7
204589_at,2.53e-14,8.38e-12,1.64246636,NUAK1
204602_at,1.42e-10,8.14e-09,2.30661726,DKK1
204612_at,5.99e-09,1.25e-07,1.10934914,PKIA
204614_at,1.26e-08,2.12e-07,1.83245145,SERPINB2
204619_s_at,1.25e-16,1.79e-13,3.92523976,VCAN
204620_s_at,7.88e-16,6.14e-13,3.73740193,VCAN
204641_at,3.14e-05,8.62e-05,1.02542689,NEK2
204653_at,4.17e-08,4.81e-07,1.51075639,TFAP2A
204670_x_at,6e-07,3.32e-06,1.50921908,LOC100996809///HLA-DRB4///HLA-DRB1
204672_s_at,2.37e-10,1.2e-08,1.13476217,ANKRD6
204678_s_at,1.43e-07,1.15e-06,1.32389921,KCNK1
204679_at,3.26e-09,8.2e-08,1.76467495,KCNK1
204682_at,5.21e-13,9.26e-11,1.69930001,LTBP2
204686_at,5.22e-16,4.97e-13,1.28100884,IRS1
204698_at,0.000612055,0.001207612,1.17757352,ISG20
204700_x_at,1.26e-11,1.18e-09,1.07690753,DIEXF
204702_s_at,4.81e-11,3.45e-09,1.52049828,NFE2L3
204713_s_at,1.81e-06,7.88e-06,1.11316854,F5
204714_s_at,1.6e-09,4.97e-08,1.94876208,F5
204715_at,3.59e-09,8.74e-08,1.1726192,PANX1
204725_s_at,2.91e-11,2.3e-09,1.21349269,NCK1
204748_at,0.000702838,0.00136802,1.62527997,PTGS2
204749_at,2.38e-09,6.57e-08,1.70084828,NAP1L3
204774_at,3.01e-06,1.19e-05,1.59496647,EVI2A
204776_at,9.3e-08,8.45e-07,1.63616286,THBS4
204779_s_at,1.08e-13,2.65e-11,1.54619654,HOXB7
204780_s_at,1.23e-08,2.09e-07,1.33360413,FAS
204781_s_at,1e-07,8.9e-07,1.19915058,FAS
204787_at,3.88e-08,4.57e-07,1.68382303,VSIG4
204790_at,3.63e-08,4.37e-07,1.03705864,SMAD7
204806_x_at,5.78e-06,2.04e-05,1.15807918,HLA-F
204820_s_at,3.38e-05,9.19e-05,1.1147089,BTN3A2///BTN3A3
204821_at,1.34e-05,4.16e-05,1.13822051,BTN3A3
204823_at,1.42e-08,2.3e-07,1.51449859,NAV3
204825_at,1.43e-06,6.54e-06,1.21151988,MELK
204834_at,0.000347816,0.000724451,1.20762609,FGL2
204846_at,4.7e-08,5.25e-07,1.90185053,CP
204855_at,2.28e-08,3.16e-07,2.32054066,SERPINB5
204879_at,4.41e-11,3.2e-09,1.12042582,PDPN
204881_s_at,1.2e-06,5.7e-06,1.05413465,UGCG
204885_s_at,1.21e-07,1.02e-06,1.60490915,MSLN
204891_s_at,0.000403245,0.00082714,1.17234727,LCK
204900_x_at,2.02e-07,1.48e-06,1.09166474,SAP30
204912_at,0.000138806,0.000317949,1.26667083,IL10RA
204913_s_at,8.63e-06,2.86e-05,1.06846542,SOX11
204924_at,8.71e-10,3.19e-08,1.39651665,TLR2
204932_at,7.01e-13,1.18e-10,1.69981721,TNFRSF11B
204933_s_at,1.37e-11,1.27e-09,1.67541765,TNFRSF11B
204939_s_at,0.001328775,0.002430848,1.06112529,PLN
204944_at,7.78e-12,7.97e-10,1.26349408,PTPRG
204959_at,1.22e-07,1.03e-06,1.88984429,MNDA
204963_at,2.9e-08,3.73e-07,1.06581717,SSPN
204971_at,5.56e-09,1.18e-07,2.09054296,CSTA
204972_at,2.34e-08,3.22e-07,1.39078244,OAS2
204976_s_at,1.07e-09,3.69e-08,1.0491528,AMMECR1
204990_s_at,5.35e-10,2.22e-08,1.23313595,ITGB4
204994_at,2.88e-08,3.72e-07,1.29192011,MX2
205003_at,8.57e-11,5.36e-09,1.50163688,DOCK4
205009_at,5.85e-05,0.000148301,2.39909674,TFF1
205027_s_at,5.71e-06,2.02e-05,1.35004541,MAP3K8
205032_at,4.43e-14,1.29e-11,1.38190767,ITGA2
205044_at,8.08e-10,3.02e-08,3.01817945,GABRP
205068_s_at,9.1e-13,1.46e-10,1.13755929,ARHGAP26
205071_x_at,1.04e-09,3.62e-08,1.01443118,XRCC4
205076_s_at,5.49e-09,1.18e-07,1.73578547,MTMR11
205081_at,2.82e-08,3.67e-07,1.66821633,CRIP1
205098_at,4.53e-05,0.000118555,1.14800877,CCR1
205100_at,3.08e-07,2.01e-06,1.23866528,GFPT2
205116_at,1.55e-10,8.67e-09,1.46792408,LAMA2
205119_s_at,4.99e-05,0.000129037,1.09621308,FPR1
205120_s_at,7.76e-13,1.27e-10,1.11924368,SGCB
205122_at,2.74e-11,2.19e-09,1.24722195,MSANTD3-TMEFF1///TMEFF1
205157_s_at,3.91e-10,1.76e-08,2.3094872,KRT17///JUP
205159_at,0.000319189,0.000670509,1.3879787,CSF2RB
205168_at,2.9e-10,1.41e-08,1.13756465,DDR2
205173_x_at,1.03e-09,3.59e-08,1.64227948,CD58
205174_s_at,7.08e-11,4.69e-09,1.61709984,QPCT
205206_at,7.21e-14,1.94e-11,2.00060492,ANOS1
205226_at,5.29e-05,0.000135709,1.08904005,PDGFRL
205227_at,8.15e-12,8.31e-10,1.00316641,IL1RAP
205234_at,1.69e-10,9.28e-09,1.94492837,SLC16A4
205239_at,7.85e-07,4.11e-06,1.95574758,AREG
205249_at,2.21e-09,6.27e-08,1.96137558,EGR2
205263_at,2.17e-06,9.12e-06,1.14112476,BCL10
205266_at,4.11e-08,4.76e-07,1.1585575,LIF
205269_at,2.63e-06,1.07e-05,2.04711588,LCP2
205270_s_at,2.08e-05,6.06e-05,1.28548758,LCP2
205308_at,2.61e-13,5.38e-11,1.18367892,ZC2HC1A
205330_at,3.6e-11,2.73e-09,1.81767874,MN1
205349_at,9.59e-09,1.76e-07,1.09177781,GNA15
205366_s_at,3.17e-10,1.5e-08,1.03076513,HOXB6
205376_at,7.71e-12,7.91e-10,1.61525246,INPP4B
205403_at,1.03e-07,9.11e-07,1.65352388,IL1R2
205404_at,1.88e-12,2.59e-10,1.72697265,HSD11B1
205407_at,9.39e-07,4.71e-06,1.27063691,RECK
205419_at,2.28e-05,6.56e-05,1.4569888,GPR183
205421_at,3.05e-06,1.2e-05,1.09781014,SLC22A3
205422_s_at,7.33e-15,3.11e-12,3.44943377,ITGBL1
205425_at,8.65e-12,8.63e-10,1.29162435,HIP1
205453_at,4.11e-14,1.23e-11,1.69024456,HOXB2
205466_s_at,5.72e-11,3.91e-09,2.09389803,HS3ST1
205474_at,5.93e-06,2.09e-05,1.00774171,CRLF3
205475_at,0.000106686,0.000251707,1.15652773,SCRG1
205476_at,9.39e-07,4.71e-06,2.18836311,CCL20
205479_s_at,5.08e-13,9.08e-11,2.05029247,PLAU
205483_s_at,2.22e-11,1.84e-09,1.84431358,ISG15
205488_at,0.00262753,0.004520459,1.16036493,GZMA
205499_at,1.09e-17,3.14e-14,2.47287599,SRPX2
205501_at,2.9e-09,7.55e-08,1.17037422,PDE10A
205513_at,2.37e-08,3.26e-07,2.90090404,TCN1
205518_s_at,3.41e-08,4.19e-07,1.60005287,CMAHP
205525_at,3.46e-11,2.64e-09,2.06873723,CALD1
205528_s_at,3.5e-10,1.62e-08,1.66148605,RUNX1T1
205529_s_at,5.51e-11,3.8e-09,1.82714736,RUNX1T1
205534_at,3.46e-07,2.19e-06,1.22868649,PCDH7
205542_at,2.57e-13,5.33e-11,2.22197059,STEAP1
205547_s_at,3.23e-09,8.16e-08,1.73223557,TAGLN
205552_s_at,6.58e-08,6.6e-07,1.31586123,OAS1
205559_s_at,2.98e-06,1.18e-05,1.41593504,PCSK5
205579_at,7.76e-08,7.43e-07,1.16110294,HRH1
205582_s_at,3.77e-13,7.17e-11,1.12828914,GGT5
205590_at,1.21e-05,3.81e-05,1.2257479,RASGRP1
205597_at,3.6e-06,1.38e-05,1.84268072,SLC44A4
205618_at,7.13e-11,4.71e-09,1.19887849,PRRG1
205619_s_at,2e-06,8.56e-06,1.35009844,MEOX1
205648_at,8.55e-11,5.36e-09,1.31860768,WNT2
205654_at,2.87e-06,1.14e-05,1.38491021,C4BPA
205666_at,9.2e-09,1.7e-07,1.57004834,FMO1
205668_at,1.48e-06,6.73e-06,1.8471215,LY75
205680_at,2.53e-06,1.03e-05,1.7834481,MMP10
205681_at,6.06e-07,3.34e-06,2.12788046,BCL2A1
205683_x_at,6.06e-06,2.13e-05,1.32219366,TPSAB1
205700_at,0.000605139,0.001195605,1.05596293,HSD17B6
205713_s_at,1.17e-16,1.73e-13,3.57453998,COMP
205729_at,2.25e-09,6.33e-08,1.76826666,OSMR
205753_at,2.61e-06,1.06e-05,1.58464706,CRP
205767_at,0.000220855,0.000481431,1.29774467,EREG
205780_at,1.31e-11,1.22e-09,1.63487443,BIK
205786_s_at,4.88e-10,2.07e-08,1.5647659,ITGAM
205798_at,0.000401108,0.000823281,1.36573694,IL7R
205802_at,3.38e-10,1.57e-08,1.2859464,TRPC1
205803_s_at,6.34e-10,2.53e-08,1.49993129,TRPC1
205844_at,2.01e-05,5.87e-05,2.07423883,VNN1
205885_s_at,0.002656473,0.00456623,1.02293898,ITGA4
205890_s_at,9.34e-13,1.49e-10,2.90161724,UBD///GABBR1
205898_at,6.8e-05,0.000169462,1.17402577,CX3CR1
205907_s_at,4.95e-08,5.43e-07,1.85857851,OMD
205908_s_at,5.72e-07,3.2e-06,1.58222913,OMD
205927_s_at,3.45e-09,8.5e-08,2.7257767,CTSE
205935_at,1.79e-06,7.82e-06,1.2064041,FOXF1
205941_s_at,4.69e-21,8.55e-17,4.11443223,COL10A1
205943_at,9.07e-09,1.69e-07,2.28495877,TDO2
205979_at,0.003405651,0.005730058,1.016296,SCGB2A1
205990_s_at,9.11e-10,3.29e-08,1.21190126,WNT5A
205991_s_at,6.32e-12,6.88e-10,2.03484003,PRRX1
205997_at,1.89e-09,5.55e-08,1.88320102,ADAM28
206011_at,0.001205706,0.002225891,1.03378191,CASP1
206023_at,1.06e-07,9.28e-07,1.741711,NMU
206025_s_at,6.46e-12,6.96e-10,2.48765791,TNFAIP6
206026_s_at,3.68e-12,4.37e-10,2.51302164,TNFAIP6
206070_s_at,6.86e-10,2.69e-08,2.21970074,EPHA3
206082_at,9.78e-05,0.000232891,1.0358735,HCP5
206091_at,4.14e-10,1.84e-08,2.17835327,MATN3
206100_at,6.14e-07,3.38e-06,1.09623151,CPM
206101_at,9.93e-07,4.92e-06,1.39426276,ECM2
206102_at,1.3e-05,4.05e-05,1.02213462,GINS1
206115_at,0.001605114,0.002885975,1.17660776,EGR3
206116_s_at,2.38e-07,1.67e-06,1.02808331,TPM1
206133_at,1.35e-08,2.22e-07,1.38000839,XAF1
206198_s_at,9.21e-05,0.000221022,1.15582681,CEACAM7
206199_at,2.76e-06,1.11e-05,1.89456251,CEACAM7
206201_s_at,0.000109356,0.000257206,1.23220566,MEOX2
206214_at,8.97e-08,8.24e-07,1.66461219,PLA2G7
206224_at,2.75e-13,5.6e-11,3.34647655,CST1
206227_at,0.000823207,0.001575334,1.06289612,CILP
206247_at,1.82e-05,5.39e-05,1.03980059,MICB
206295_at,6.74e-08,6.71e-07,1.27990124,IL18
206332_s_at,1.11e-08,1.94e-07,1.82594796,IFI16
206335_at,5.38e-11,3.74e-09,1.03951968,GALNS
206336_at,5.01e-06,1.81e-05,2.08187406,CXCL6
206350_at,2.35e-05,6.73e-05,1.14136512,APCS
206364_at,3.23e-07,2.08e-06,1.0532865,KIF14
206377_at,2.55e-06,1.04e-05,1.11756661,FOXF2
206391_at,2.15e-12,2.87e-10,2.4893407,RARRES1
206392_s_at,9.91e-13,1.55e-10,3.03474659,RARRES1
206414_s_at,2.46e-13,5.15e-11,1.27142048,ASAP2
206420_at,1.74e-06,7.67e-06,1.42043462,IGSF6
206439_at,9.3e-05,0.000222779,1.73276174,EPYC
206448_at,1.63e-11,1.44e-09,1.11774069,ZNF365
206571_s_at,2.59e-14,8.39e-12,1.34872579,MAP4K4
206580_s_at,1.5e-11,1.34e-09,1.02774159,EFEMP2
206584_at,5.76e-08,6.05e-07,2.39658934,LY96
206638_at,5.29e-08,5.7e-07,1.89228193,HTR2B
206715_at,9.16e-08,8.37e-07,1.65526658,TFEC
206796_at,2.1e-13,4.56e-11,1.55322346,WISP1
206858_s_at,4.14e-11,3.05e-09,1.92101606,HOXC6
206884_s_at,4.03e-06,1.52e-05,1.26569808,SCEL
206932_at,8.6e-07,4.41e-06,1.32328309,CH25H
206994_at,1.15e-09,3.87e-08,1.38710592,CST4
207034_s_at,2.73e-12,3.44e-10,1.10823921,GLI2
207134_x_at,4.06e-06,1.52e-05,1.40185376,TPSB2
207172_s_at,3.16e-15,1.51e-12,2.34594789,CDH11
207173_x_at,1.72e-13,3.86e-11,3.63667053,CDH11
207191_s_at,4.71e-15,2.08e-12,2.44669111,ISLR
207198_s_at,1.61e-08,2.5e-07,1.07394689,LIMS4///LIMS1
207233_s_at,1.94e-12,2.64e-10,1.11859713,MITF
207238_s_at,8.06e-05,0.000196666,1.58494763,PTPRC
207266_x_at,1.58e-08,2.47e-07,1.45206997,RBMS1
207419_s_at,0.001259415,0.002315974,1.07612717,RAC2
207426_s_at,2.12e-14,7.3e-12,1.56950389,TNFSF4
207517_at,2.8e-09,7.36e-08,1.59628476,LAMC2
207571_x_at,4.51e-05,0.000118132,1.14366934,THEMIS2
207691_x_at,2.7e-10,1.33e-08,1.9161899,ENTPD1
207714_s_at,5.09e-14,1.45e-11,2.02640445,SERPINH1
207719_x_at,4.46e-11,3.23e-09,1.85477499,CEP170P1///CEP170
207802_at,0.001331824,0.002435774,1.64888116,CRISP3
207808_s_at,9.01e-09,1.68e-07,1.69926343,PROS1
207826_s_at,6.36e-09,1.31e-07,1.31341569,ID3
207828_s_at,4.35e-07,2.61e-06,1.00206579,CENPF
207850_at,2.96e-08,3.78e-07,1.91279358,CXCL3
207992_s_at,1.28e-09,4.19e-08,1.18829031,AMPD3
207996_s_at,3.2e-09,8.09e-08,1.59140819,LDLRAD4
208025_s_at,1.73e-05,5.18e-05,1.31921934,HMGA2
208083_s_at,4.83e-13,8.71e-11,2.58594171,LOC100505984///ITGB6
208084_at,2.14e-09,6.1e-08,1.54648652,LOC100505984///ITGB6
208131_s_at,8.36e-11,5.27e-09,2.16688989,PTGIS
208146_s_at,0.000116502,0.00027206,1.01754066,CPVL
208268_at,4.65e-08,5.21e-07,1.86173177,ADAM28
208306_x_at,3.05e-07,2e-06,1.48555308,HLA-DRB1
208394_x_at,5.2e-06,1.87e-05,1.11320175,ESM1
208396_s_at,8.42e-09,1.6e-07,1.48349105,PDE1A
208423_s_at,5.24e-08,5.66e-07,1.11872632,MSR1
208451_s_at,4.26e-09,9.88e-08,1.62920383,C4B_2///C4B///C4A
208540_x_at,8.28e-16,6.14e-13,1.64734381,nan
208555_x_at,4.65e-10,2.01e-08,1.80213342,CST2
208611_s_at,8.29e-11,5.25e-09,1.02226365,SPTAN1
208636_at,1.25e-14,4.82e-12,1.49635579,ACTN1
208637_x_at,7.73e-15,3.25e-12,1.49885838,ACTN1
208659_at,7.78e-11,5.06e-09,1.31270857,CLIC1
208680_at,1.49e-07,1.19e-06,1.01316238,PRDX1
208703_s_at,1.83e-09,5.44e-08,1.08990102,APLP2
208729_x_at,3.09e-07,2.02e-06,1.36197622,HLA-B
208743_s_at,1.19e-07,1.01e-06,1.10541758,YWHAB
208747_s_at,6.15e-12,6.71e-10,1.968802,C1S
208753_s_at,1.67e-07,1.29e-06,1.03011487,NAP1L1
208782_at,2.26e-11,1.87e-09,1.84068406,FSTL1
208788_at,3.63e-08,4.36e-07,1.65437363,ELOVL5
208789_at,4.96e-09,1.1e-07,1.34433248,PTRF
208790_s_at,3.41e-08,4.19e-07,1.11424909,PTRF
208816_x_at,7.84e-15,3.25e-12,1.26456708,ANXA2P2
208836_at,2e-07,1.47e-06,1.23648249,ATP1B3
208850_s_at,1.11e-14,4.43e-12,2.33111431,THY1
208851_s_at,3.77e-14,1.15e-11,1.6837386,THY1
208891_at,1.59e-05,4.82e-05,1.06548728,DUSP6
208892_s_at,8.98e-06,2.96e-05,1.14053089,DUSP6
208894_at,2.24e-06,9.35e-06,1.70246938,HLA-DRA
208937_s_at,1.48e-05,4.53e-05,1.29153803,ID1
208949_s_at,1.27e-08,2.13e-07,1.37481423,LGALS3
208965_s_at,3.85e-08,4.55e-07,2.04111908,IFI16
208966_x_at,6.47e-09,1.33e-07,1.87083542,IFI16
208978_at,2.16e-08,3.05e-07,1.00213546,CRIP2
208988_at,1.57e-08,2.46e-07,1.10865197,KDM2A
209008_x_at,0.000285749,0.000606778,1.05899834,KRT8
209012_at,2.62e-13,5.38e-11,1.28007124,TRIO
209016_s_at,1.08e-15,7.54e-13,3.10730417,KRT7
209035_at,1.96e-08,2.86e-07,1.31116787,MDK
209040_s_at,7.95e-06,2.67e-05,1.29046336,PSMB8
209083_at,0.000596765,0.00118068,1.10944183,CORO1A
209101_at,6.29e-07,3.45e-06,1.33649237,CTGF
209114_at,1.91e-08,2.82e-07,1.78293915,TSPAN1
209118_s_at,2.36e-10,1.2e-08,1.32029654,TUBA1A
209120_at,2.33e-07,1.64e-06,1.01979702,NR2F2
209121_x_at,3.4e-08,4.17e-07,1.06705294,NR2F2
209125_at,0.002408928,0.004177635,1.07507663,KRT6A
209138_x_at,1.62e-05,4.89e-05,2.09995785,IGLC1
209140_x_at,1.28e-07,1.06e-06,1.25737212,HLA-B
209146_at,1.49e-08,2.37e-07,1.09759103,MSMO1
209154_at,4.02e-10,1.8e-08,1.09134376,P2RX5-TAX1BP3///TAX1BP3
209156_s_at,3.14e-11,2.44e-09,2.31622327,COL6A2
209173_at,7.1e-05,0.000175981,2.04964413,AGR2
209191_at,4.48e-06,1.65e-05,1.12616805,TUBB6
209198_s_at,1.22e-10,7.15e-09,1.00688543,SYT11
209199_s_at,8.53e-05,0.000206742,1.01171638,MEF2C
209200_at,2.77e-05,7.73e-05,1.04348715,MEF2C
209201_x_at,2.83e-07,1.89e-06,2.1990747,CXCR4
209205_s_at,1.64e-12,2.33e-10,1.06704456,LMO4
209209_s_at,6.27e-07,3.44e-06,1.31622204,FERMT2
209210_s_at,1.15e-06,5.53e-06,1.06037941,FERMT2
209211_at,6.6e-07,3.58e-06,1.9221319,KLF5
209212_s_at,5.97e-05,0.000150845,1.33313951,KLF5
209218_at,3.46e-14,1.08e-11,1.56953768,SQLE
209251_x_at,8.5e-10,3.15e-08,1.28337492,TUBA1C
209260_at,5.87e-07,3.27e-06,1.25080131,SFN
209270_at,2.1e-09,6.02e-08,1.7945134,LAMB3
209276_s_at,0.000120306,0.000279904,1.2807897,GLRX
209298_s_at,1.36e-06,6.28e-06,1.22038681,ITSN1
209307_at,9.59e-06,3.13e-05,1.05588156,SWAP70
209312_x_at,4.01e-07,2.46e-06,1.68323979,LOC101060835///LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB1///HLA-DQB1
209321_s_at,1.51e-08,2.39e-07,1.00085961,ADCY3
209335_at,9.06e-07,4.58e-06,1.52785935,DCN
209344_at,2.32e-11,1.91e-09,1.52652196,TPM4
209348_s_at,0.000399348,0.000819995,1.12956735,MAF
209356_x_at,1.47e-11,1.32e-09,1.21366448,EFEMP2
209360_s_at,4.93e-14,1.42e-11,2.262758,LOC101928269///LOC100506403///RUNX1
209365_s_at,8.44e-13,1.37e-10,1.14636041,ECM1
209369_at,3.64e-08,4.38e-07,1.49208035,ANXA3
209373_at,2.21e-05,6.38e-05,1.44176733,MALL
209374_s_at,0.003269279,0.005523163,1.39762754,IGHM
209386_at,3.67e-13,7.06e-11,1.48311949,TM4SF1
209387_s_at,8.09e-11,5.17e-09,1.55067571,TM4SF1
209392_at,0.000137752,0.000315842,1.24409322,ENPP2
209395_at,3.87e-10,1.75e-08,2.14972451,CHI3L1
209396_s_at,2.75e-08,3.6e-07,1.71436521,CHI3L1
209406_at,1.96e-06,8.4e-06,1.15208201,BAG2
209417_s_at,8.9e-09,1.66e-07,1.03359345,IFI35
209422_at,7.52e-07,3.97e-06,1.0210939,PHF20
209436_at,9.21e-09,1.7e-07,1.78622405,SPON1
209437_s_at,1.05e-07,9.23e-07,1.40081855,SPON1
209446_s_at,6.85e-14,1.85e-11,1.83218683,nan
209457_at,1.93e-06,8.31e-06,1.47829339,DUSP5
209473_at,5.18e-11,3.63e-09,1.59370684,ENTPD1
209474_s_at,1.29e-10,7.49e-09,1.86477555,ENTPD1
209493_at,4.39e-09,1.01e-07,1.04398629,PDZD2
209498_at,2.42e-05,6.89e-05,1.41621839,CEACAM1
209505_at,3.99e-06,1.5e-05,1.11558902,NR2F1
209524_at,9.09e-10,3.28e-08,1.38084767,HDGFRP3
209526_s_at,1.44e-09,4.61e-08,1.28608241,HDGFRP3
209546_s_at,1.57e-11,1.4e-09,1.11856761,APOL1
209576_at,1.6e-09,4.98e-08,1.20843134,GNAI1
209582_s_at,3.23e-07,2.08e-06,1.00281409,CD200
209583_s_at,3.24e-08,4.03e-07,1.44295816,CD200
209596_at,4.37e-15,1.94e-12,2.3876267,MXRA5
209598_at,9.14e-12,9.03e-10,2.06026376,PNMA2
209604_s_at,3.09e-06,1.21e-05,1.19772422,GATA3
209619_at,6.91e-07,3.71e-06,1.58499543,CD74
209621_s_at,4.4e-10,1.92e-08,1.38605323,PDLIM3
209626_s_at,4.74e-10,2.03e-08,1.63408696,OSBPL3
209627_s_at,5.48e-10,2.26e-08,1.43808519,OSBPL3
209651_at,5.69e-10,2.32e-08,1.80993631,TGFB1I1
209655_s_at,6.84e-12,7.26e-10,1.07668874,TMEM47
